song_id,valence_mean,valence_std,arousal_mean,arousal_std
942,4.1,2.079,4.8,1.6865
944,6.5,1.2693,7.1,0.99443
945,2.8,1.5492,2.3,1.4181
949,6.1,1.2867,5.7,1.567
952,3.7,1.4181,4.2,2.2509
954,5.5,1.0801,5.1,1.6633
955,5.6,0.84327,3.8,1.4757
956,5.4,0.96609,4.5,1.0801
957,4.7,1.6364,2.8,1.1353
958,5.1,1.912,5.5,1.9579
959,6.4,2.1187,6.2,2.044
960,7.7,0.82327,7.7,1.3375
961,5.5,1.2693,5.6,0.84327
962,3.4,1.5776,7.4,0.96609
964,7.0,1.5635,7.6,0.96609
967,4.4,2.2706,2.8,2.201
968,3.2,1.8135,3.8,2.2509
970,6.6,1.6465,6.6,1.6465
973,4.6,2.2211,6.5,1.9003
974,4.2,1.8738,4.1,1.7288
976,5.9,1.2867,6.2,1.1353
977,3.5,1.7159,7.3,1.0593
978,6.1,2.1318,7.7,1.4944
979,5.5,1.9579,3.1,1.6633
980,4.3,1.8288,5.8,1.2293
981,6.6,1.5776,6.7,1.8886
983,6.3,1.3375,4.8,2.3476
985,6.1,1.2867,3.9,1.912
986,4.5,2.0683,5.8,1.0328
987,3.6,1.6465,6.3,1.7029
988,5.9,1.5951,5.4,1.2649
989,6.4,1.6465,6.3,2.1108
990,6.1,1.5951,6.0,1.6997
991,3.5,1.5811,3.1,1.3703
993,3.8,1.2293,4.4,1.2649
994,5.3,1.6364,6.6,1.8379
995,2.4,0.96609,4.7,1.3375
996,6.7,1.767,6.0,1.6997
997,6.7,1.767,6.4,2.2211
999,5.9,1.6633,4.1,2.4244
1000,5.8889,2.0883,7.2222,1.0929
